rank,ai_maturity_score,company_name,company_url,industry,revenue_range
289,25.0,Data In Science Technologies,www.datainscience.com,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999"
290,25.0,Genentech,www.gene.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
291,25.0,A Medium Corporation,www.medium.com,Media and Entertainment,"$1,000,000 to $9,999,999"
292,25.0,Aristocrat Leisure Ltd.,www.aristocrat.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
293,25.0,Chase,www.chase.com,Banking and Financial Services,"Over $1,000,000,000"
294,25.0,Singapore Telecommunications,www.singtel.com,Telecommunications,"Over $1,000,000,000"
295,25.0,CrowdStrike Holdings,www.crowdstrike.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
296,25.0,BDO Korea,www.bdo.global,"Professional, Scientific and Technical Services","$500,000,000 to $999,999,999"
297,25.0,Omega Venture Partners,www.omegavp.com,Banking and Financial Services,"$10,000,000 to $49,999,999"
298,25.0,Northern Trust Corporation,www.northerntrust.com,Banking and Financial Services,"Over $1,000,000,000"
299,25.0,Stellantis N.V,www.stellantis.com,Manufacturing,"Over $1,000,000,000"
300,25.0,Motor Transportation Division New Mexico,www.dot.nm.gov,Public Administration,Unknown
301,25.0,Twine,www.twine.com,,"$1,000,000 to $9,999,999"
302,25.0,University of Illinois,www.illinois.edu,Public Administration,"Over $1,000,000,000"
303,25.0,UKG,www.ukg.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
304,25.0,Travelers Companies,www.travelers.com,Insurance,"Over $1,000,000,000"
305,25.0,UC San Diego,www.ucsd.edu,Educational Services,"Over $1,000,000,000"
306,25.0,Ministry of Home Affairs Singapore,www.mha.gov.sg,Public Administration,"Over $1,000,000,000"
307,25.0,Eaton,www.eaton.com,Manufacturing,"Over $1,000,000,000"
308,25.0,"Stanley Black & Decker, Inc.",www.stanleyblackanddecker.com,Manufacturing,"Over $1,000,000,000"
309,25.0,upskillist.com,www.upskillist.com,Banking and Financial Services,"$1,000,000 to $9,999,999"
310,25.0,Public Service Division,www.psd.gov.sg,Public Administration,"$200,000,000 to $499,999,999"
311,25.0,Teradata,www.teradata.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
312,24.0,AlmaBetter,www.almabetter.com,Educational Services,"$10,000,000 to $49,999,999"
313,24.0,"NetApp, Inc.",www.netapp.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
314,24.0,phData,www.phdata.io,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999"
315,24.0,Maersk Group,www.maersk.com,Transportation and Warehousing,"Over $1,000,000,000"
316,24.0,Zurich Insurance Group AG,www.zurich.com,Insurance,"Over $1,000,000,000"
317,24.0,VMLY&R FRANCE,www.vml.com,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999"
318,24.0,Koch Industries,www.kochind.com,Pharmaceuticals and Chemicals Manufacturing,"Over $1,000,000,000"
319,24.0,Itau Unibanco Holding SA,www.itau.com.br,Banking and Financial Services,"Over $1,000,000,000"
320,24.0,University of Colorado Boulder,www.colorado.edu,Educational Services,"Over $1,000,000,000"
321,24.0,Krazy Mantra Group of Companies,www.krazymantra.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
322,24.0,Spelman College,www.spelman.edu,Educational Services,"$100,000,000 to $199,999,999"
323,24.0,Novo Nordisk A/S,www.novonordisk.com,Pharmaceuticals and Chemicals Manufacturing,"Over $1,000,000,000"
324,24.0,Amaze Systems,www.amaze-systems.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
325,24.0,Siemens,www.siemens-healthineers.com,Manufacturing,"Over $1,000,000,000"
326,24.0,Genesys,www.genesys.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
327,24.0,The Coca-Cola Company,www.coca-colacompany.com,Manufacturing,"Over $1,000,000,000"
328,24.0,Apartment Association of Orange County,www.aaoc.com,Industry Associations,"$1,000,000 to $9,999,999"
329,24.0,Kansas Action for Children,www.kac.org,Public Administration,"$1,000,000 to $9,999,999"
330,24.0,Massgenics,www.massgenics.com,Public Administration,"Less than $1,000,000"
331,24.0,Beinex,www.beinex.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
332,24.0,The Pratt & Whitney Company Inc,www.prattwhitney.com,Manufacturing,"$200,000,000 to $499,999,999"
333,24.0,Johns Hopkins University,www.jhu.edu,Educational Services,"Over $1,000,000,000"
334,24.0,Change Healthcare,www.changehealthcare.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
335,24.0,Purdue University,www.purdue.edu,Educational Services,"Over $1,000,000,000"
336,24.0,Exarca,www.exarcainc.com,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999"
337,24.0,"Cardinal Health, Inc.",www.cardinalhealth.com,Wholesale Trade,"Over $1,000,000,000"
338,24.0,Gilbert Sun News,www.gilbertsunnews.com,Media and Entertainment,"$1,000,000 to $9,999,999"
339,24.0,Photon,www.photon.com,"Professional, Scientific and Technical Services","$100,000,000 to $199,999,999"
340,24.0,Chevron,www.chevron.com,Mining and Natural Resources,"Over $1,000,000,000"
341,24.0,U.S. Department of State,www.state.gov,Public Administration,"Over $1,000,000,000"
342,24.0,The Dignify Solutions,www.thedignify.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
343,24.0,Crescendo Global,www.crescendo-global.com,Service Industry,"$10,000,000 to $49,999,999"
344,24.0,College of Charleston,www.cofc.edu,Educational Services,"$200,000,000 to $499,999,999"
345,24.0,Maryland State Government,www.maryland.gov,Public Administration,"Over $1,000,000,000"
346,24.0,pulivarthigroup.com,www.pulivarthigroup.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
347,23.0,Seagate Technology Holdings plc,www.seagate.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
348,23.0,LexisNexis,www.risk.lexisnexis.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
349,23.0,VCloud Technology Group,www.vcloudgroup.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
350,23.0,Panasonic,www.panasonic.com,Wholesale Trade,"Over $1,000,000,000"
351,23.0,"Zoom Video Communications, Inc.",www.zoom.us,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
352,23.0,Boston Scientific Corp.,www.bostonscientific.com,Manufacturing,"Over $1,000,000,000"
353,23.0,Tamu,www.tamu.edu,Educational Services,"Over $1,000,000,000"
354,23.0,Zhejiang lab,www.zhejianglab.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
355,23.0,Marktine Technology Solutions Pvt,www.marktine.com,,"$1,000,000 to $9,999,999"
356,23.0,InstaDeep,www.instadeep.com,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
357,23.0,Acxiom Corp.,www.acxiom.com,"Professional, Scientific and Technical Services","$500,000,000 to $999,999,999"
358,23.0,Alcon,www.alcon.com,Manufacturing,"Over $1,000,000,000"
359,23.0,Western Digital,www.westerndigital.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
360,23.0,Schlumberger N.V.,www.slb.com,Mining and Natural Resources,"Over $1,000,000,000"
361,23.0,"American International Group, Inc.",www.aig.com,Insurance,"Over $1,000,000,000"
362,23.0,Societe Generale,www.societegenerale.com,Banking and Financial Services,"Over $1,000,000,000"
363,23.0,Zuva,www.zuva.ai,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
364,23.0,Baker Hughes,www.bakerhughes.com,Mining and Natural Resources,"Over $1,000,000,000"
365,23.0,Civenty,www.civenty.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
366,23.0,Ricoh Electronics,www.ricoh.com,Manufacturing,"Over $1,000,000,000"
367,23.0,Best Western Plus Clock Tower Inn,www.stoneridgesoftware.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
368,23.0,RED Global,www.redglobal.com,Service Industry,"$100,000,000 to $199,999,999"
369,23.0,ENTITY Academy,www.entityacademy.com,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
370,23.0,it engagements,www.itengagements.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
371,23.0,Explore AI,www.explore-ai.net,,Unknown
372,23.0,AGODA COMPANY PTE. LTD.,www.agoda.com,Travel and Tourism,"$200,000,000 to $499,999,999"
373,23.0,Kantar,www.kantar.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
374,23.0,Mars,www.mars.com,Manufacturing,"Over $1,000,000,000"
375,23.0,Emerson Electric Company,www.emerson.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
376,23.0,SVB Financial Group,www.svb.com,Banking and Financial Services,"Over $1,000,000,000"
377,23.0,Becton Dickinson,www.bd.com,Manufacturing,"Over $1,000,000,000"
378,23.0,Longwood University,www.longwood.edu,Educational Services,"$100,000,000 to $199,999,999"
379,23.0,HexaQuEST Global,www.hexaquestglobal.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
380,23.0,Neal Analytics,www.nealanalytics.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
381,23.0,ASU+GSV Summit,www.asugsvsummit.com,Banking and Financial Services,"$1,000,000 to $9,999,999"
382,23.0,Datasumi,www.datasumi.com,,
383,23.0,block.xyz,www.block.xyz,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
384,23.0,GovTech Singapore,www.tech.gov.sg,"Professional, Scientific and Technical Services","$200,000,000 to $499,999,999"
385,23.0,SLAC National Accelerator Laboratory,www.stanford.edu,Public Administration,"Over $1,000,000,000"
386,23.0,Domino’s Pizza,www.dominos.com,Retail Trade,"Over $1,000,000,000"
387,23.0,Latrobe Financial Management,www.lpl.com,Banking and Financial Services,"Over $1,000,000,000"
388,23.0,"Tesla Motors, Inc.",www.tesla.com,Manufacturing,"Over $1,000,000,000"
389,23.0,StudyInternational.com,www.studyinternational.com,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
390,23.0,EMD Performance Materials,www.emdgroup.com,Pharmaceuticals and Chemicals Manufacturing,"$100,000,000 to $199,999,999"
391,23.0,"Expedia Group, Inc.",www.expedia.com,Travel and Tourism,"Over $1,000,000,000"
392,23.0,Fixity Technologies,www.fixitytech.com,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999"
393,22.0,Dassault Systèmes SE,www.3ds.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
394,22.0,cdo magazine,www.cdomagazine.tech,Media and Entertainment,"$1,000,000 to $9,999,999"
395,22.0,Response Informatics,www.responseinformaticsltd.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
396,22.0,Crowe Horwath LLP,www.crowe.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
397,22.0,KeyCorp,www.key.com,Banking and Financial Services,"Over $1,000,000,000"
398,22.0,Sony Interactive Entertainment,www.sonyinteractive.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
399,22.0,Bayerische Motoren Werke AG,www.bmwgroup.com,Manufacturing,"Over $1,000,000,000"
400,22.0,Procorp Systems,www.procorpsystems.co,,"$1,000,000 to $9,999,999"
401,22.0,Blockchains,www.blockchains.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
402,22.0,SSi People,www.ssipeople.com,Service Industry,"$50,000,000 to $99,999,999"
403,22.0,Northwestern Mutual,www.northwesternmutual.com,Insurance,"Over $1,000,000,000"
404,22.0,Point32Health,www.point32health.org,Insurance,"Over $1,000,000,000"
405,22.0,BT Group PLC,www.bt.com,Telecommunications,"Over $1,000,000,000"
406,22.0,Marcum-Illinois Union School District,www.marcum-illinois.org,Educational Services,"$1,000,000 to $9,999,999"
407,22.0,Stryker Corp.,www.stryker.com,Manufacturing,"Over $1,000,000,000"
408,22.0,DHL,www.dhl.com,Transportation and Warehousing,"Over $1,000,000,000"
409,22.0,John Wiley & Sons,www.wiley.com,Media and Entertainment,"Over $1,000,000,000"
410,22.0,Marketscope,www.advisor.marketscope.com,,"$10,000,000 to $49,999,999"
411,22.0,TransOrg Analytics,www.transorg.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
412,22.0,TransUnion,www.transunion.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
413,22.0,Codvo.Ai,www.codvo.ai,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999"
414,22.0,Syren Cloud,www.syrencloud.com,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999"
415,22.0,Pryon,www.pryon.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
416,22.0,Nisum,www.nisum.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
417,22.0,Phaidra,www.phaidra.ai,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
418,22.0,Tekvivid,www.tekvivid.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
419,22.0,CVS Health Corp.,www.cvs.com,Retail Trade,"Over $1,000,000,000"
420,22.0,Coursera,www.coursera.org,Computer and Electronic Product Manufacturing,"$500,000,000 to $999,999,999"
421,22.0,Pacific Northwest National Laboratory,www.pnnl.gov,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
422,22.0,Sirius XM Holdings,www.siriusxm.com,Media and Entertainment,"Over $1,000,000,000"
423,22.0,Duke Department of Population Health Sciences,www.duke.edu,Educational Services,"Over $1,000,000,000"
424,22.0,goli technologies,www.golitech.com,"Professional, Scientific and Technical Services","Less than $1,000,000"
425,22.0,Allegheny Health Network,www.thryvedigital.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
426,22.0,HCA,www.hcahealthcare.com,Health Care and Social Assistance,"Over $1,000,000,000"
427,22.0,Forward Eye Technologies,www.forwardeyetechnologies.com,Educational Services,"$1,000,000 to $9,999,999"
428,22.0,Lily AI,www.lily.ai,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999"
429,22.0,LG Electronics,www.lg.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
430,22.0,Electronic Arts,www.ea.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
431,22.0,BlackHistory.com,www.blackwomenconnect.com,Service Industry,"$1,000,000 to $9,999,999"
432,22.0,Global Payments Systems,www.globalpayments.com,Banking and Financial Services,"Over $1,000,000,000"
433,22.0,SpiceOrb,www.spiceorb.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
434,22.0,Akka Technologies SA,www.akka-technologies.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
435,22.0,Expleo Group,www.expleo.com,"Professional, Scientific and Technical Services","$100,000,000 to $199,999,999"
436,22.0,University of Florida College of Medicine,www.ufl.edu,Educational Services,"Over $1,000,000,000"
437,22.0,Fusemachines,www.fusemachines.com,Computer and Electronic Product Manufacturing,"$50,000,000 to $99,999,999"
438,22.0,AAA-The Auto Club Group,www.aaa.com,Insurance,"Over $1,000,000,000"
439,22.0,Collins Aerospace,www.collinsaerospace.com,Manufacturing,
440,22.0,Corning,www.corning.com,Manufacturing,"Over $1,000,000,000"
441,22.0,Cox Enterprises,www.coxenterprises.com,Media and Entertainment,"Over $1,000,000,000"
442,22.0,"Huntington Ingalls Industries, Inc.",www.hii.com,Manufacturing,"Over $1,000,000,000"
443,22.0,Veri Bilimi Okulu,www.veribilimiokulu.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
444,22.0,Open Data Science Conference (ODSC),www.odsc.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
445,22.0,Osttra,www.osttra.com,"Professional, Scientific and Technical Services","$100,000,000 to $199,999,999"
446,22.0,Addsource,www.addsource.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
447,22.0,Scribble Data,www.scribbledata.io,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
448,22.0,Baxter International,www.baxter.com,Manufacturing,"Over $1,000,000,000"
449,22.0,aixventures.com,www.aixventures.com,Banking and Financial Services,"Less than $1,000,000"
450,22.0,New York Life Insurance,www.newyorklife.com,Insurance,"Over $1,000,000,000"
451,22.0,Eliiza,www.eliiza.com.au,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
452,22.0,KDnuggets,www.kdnuggets.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
453,22.0,creeno solutions pvt,www.creenosolutions.com,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999"
454,22.0,LinkedIn Corp,www.linkedin.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
455,22.0,Isomorphic Labs,www.isomorphiclabs.com,,"$10,000,000 to $49,999,999"
456,22.0,go to services,www.gotoservices.net,Construction and Real Estate,"$10,000,000 to $49,999,999"
457,22.0,G42,www.g42.ai,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999"
458,22.0,SBCS India,www.sbcsin.com,Educational Services,
459,22.0,Temus,www.temus.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
460,22.0,CBS,www.cbs.com,Media and Entertainment,"Over $1,000,000,000"
461,22.0,ARETI International Group,www.aretigroup.com,,
462,22.0,Clarivate Plc,www.clarivate.com,"Professional, Scientific and Technical Services","$200,000,000 to $499,999,999"
463,22.0,Moody College of Communication,www.utexas.edu,Educational Services,"Over $1,000,000,000"
464,22.0,GigNow,www.gignow.com,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
465,22.0,Cerebras Systems,www.cerebras.net,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
466,22.0,Ballotpedia,www.ballotpedia.org,Public Administration,Unknown
467,22.0,TIBCO Software,www.tibco.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
468,22.0,Women in Data,www.womenindata.co.uk,"Professional, Scientific and Technical Services","Less than $1,000,000"
469,22.0,Canadian Imperial Bank of Commerce /Can,www.cibc.com,Banking and Financial Services,"Over $1,000,000,000"
470,22.0,New York City Department of Transportation,www.nyc.gov,Public Administration,"Over $1,000,000,000"
471,21.0,Noodle.ai,www.noodle.ai,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999"
472,21.0,wiseanalytics.io,www.wiseanalytics.io,,"$1,000,000 to $9,999,999"
473,21.0,stitched insights,www.stitchedinsights.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
474,21.0,Global Pharma Tek,www.globalpharmatek.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
475,21.0,Zendesk,www.zendesk.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
476,21.0,Exxon Mobil Corp.,www.exxonmobil.com,Mining and Natural Resources,"Over $1,000,000,000"
477,21.0,Phygital Insights,www.phygital-insights.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
478,21.0,Morgan State University,www.morgan.edu,Educational Services,"$50,000,000 to $99,999,999"
479,21.0,TEK Inspirations,www.tekinspirations.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
480,21.0,California State Government,www.ca.gov,Public Administration,"Over $1,000,000,000"
481,21.0,Telekom Shop,www.telekom.com,Telecommunications,"Over $1,000,000,000"
482,21.0,"Palo Alto Networks, Inc.",www.paloaltonetworks.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
483,21.0,DirecTV Group,www.directv.com,Media and Entertainment,"Over $1,000,000,000"
484,21.0,Metyis,www.metyis.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
485,21.0,Morningstar,www.morningstar.com,Banking and Financial Services,"Over $1,000,000,000"
486,21.0,Entergy Corp.,www.entergy.com,Utilities,"Over $1,000,000,000"
487,21.0,El Michoacano,www.uber.com,Travel and Tourism,"Over $1,000,000,000"
488,21.0,AltFi,www.altfi.com,Banking and Financial Services,"$1,000,000 to $9,999,999"
489,21.0,UMD,www.umd.edu,Public Administration,"Over $1,000,000,000"
490,21.0,Prevalent AI,www.prevalent.ai,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
491,21.0,ARM Holdings PLC,www.arm.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
492,21.0,GM Financial,www.gmfinancial.com,Banking and Financial Services,"Over $1,000,000,000"
493,21.0,Cotiviti Holdings,www.cotiviti.com,Telecommunications,"$500,000,000 to $999,999,999"
494,21.0,Overture Rede,www.overturerede.com,,"$1,000,000 to $9,999,999"
495,21.0,truefoundry.com,www.truefoundry.com,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
496,21.0,"First Republic Bank, Inc.",www.firstrepublic.com,Banking and Financial Services,"Over $1,000,000,000"
497,21.0,Wyetech,www.wyetechllc.com,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999"
498,21.0,Booth & Partners,www.boothandpartners.com,Public Administration,"$10,000,000 to $49,999,999"
499,21.0,Nestortechnologies.Com,www.nestortechnologies.com,"Professional, Scientific and Technical Services","Less than $1,000,000"
500,21.0,Westpac Banking,www.westpac.com.au,Banking and Financial Services,"Over $1,000,000,000"
501,21.0,"Netflix, Inc.",www.netflix.com,Media and Entertainment,"Over $1,000,000,000"
502,21.0,Syngenta PPM UAE,www.syngenta.com,Pharmaceuticals and Chemicals Manufacturing,"Over $1,000,000,000"
503,21.0,NASA - National Aeronautics and Space Administration,www.nasa.gov,Public Administration,"Over $1,000,000,000"
504,21.0,ZF Group,www.zf.com,Manufacturing,"Over $1,000,000,000"
505,21.0,SmartAsset Advisors,www.smartadvisormatch.com,,
506,21.0,providenceindia.in,www.providenceindia.in,Insurance,"$10,000,000 to $49,999,999"
507,21.0,University of Vienna,www.phaidra.org,,
508,21.0,Jio,www.jio.com,Telecommunications,"Over $1,000,000,000"
509,21.0,Rutgers Business School,www.rutgers.edu,Educational Services,"Over $1,000,000,000"
510,21.0,DISCO,www.disco.ac,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
511,21.0,University of Wisconsin-Madison,www.wisc.edu,Educational Services,"$200,000,000 to $499,999,999"
512,21.0,Moody’s,www.moodysanalytics.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
513,21.0,Sky Sport,www.sky.com,Media and Entertainment,"Over $1,000,000,000"
514,21.0,FactSet Research Systems,www.factset.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
515,21.0,HiRoad,www.hiroad.com,Insurance,"$1,000,000 to $9,999,999"
516,21.0,Deutsche Telekom Services Europe - Slovakia,www.dtse.sk,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
517,21.0,Hyundai Motor Company,www.hyundai.com,Manufacturing,"Over $1,000,000,000"
518,21.0,Ekfrazo technologies,www.ekfrazo.in,,Unknown
519,21.0,"Twilio, Inc.",www.twilio.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
520,21.0,"Inside Higher Ed, Inc.",www.insidehighered.com,,"$1,000,000 to $9,999,999"
521,21.0,Exponentia.ai,www.exponentia.ai,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
522,21.0,First American,www.firstam.com,Insurance,"Over $1,000,000,000"
523,21.0,"American Airlines Group, Inc.",www.aa.com,Travel and Tourism,"Over $1,000,000,000"
524,21.0,Defense Information Systems Agency,www.yellowribbon.mil,,
525,21.0,Veolia,www.veolia.com,Utilities,"Over $1,000,000,000"
526,21.0,Informatica,www.informatica.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
527,21.0,epergnesolutions.com,www.epergnesolutions.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
528,21.0,latentbridge,www.latentbridge.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
529,21.0,Universidad Santo Tomás,www.ust.cl,Educational Services,"Less than $1,000,000"
530,21.0,Penn Foster,www.pennfoster.edu,Educational Services,"$100,000,000 to $199,999,999"
531,21.0,Kroger Pharmacy,www.kroger.com,Retail Trade,"$200,000,000 to $499,999,999"
532,21.0,Capinfo Company,www.ccgp-beijing.gov.cn,,
533,21.0,Turing,www.turinginc.io,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
534,21.0,Daimler Truck Holding AG,www.daimlertruck.com,Manufacturing,"Over $1,000,000,000"
535,21.0,BlueShift Brasil,www.blueshift.com.br,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
536,21.0,xpt software australia,www.xptsoftware.com.au,,"$10,000,000 to $49,999,999"
537,21.0,CreditXpert,www.creditxpert.com,,"$1,000,000 to $9,999,999"
538,21.0,U.S. Department of Veterans Affairs,www.va.gov,Public Administration,"Over $1,000,000,000"
539,21.0,Programmez,www.programmez.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
540,21.0,"Zillow Group, Inc.",www.zillow.com,"Professional, Scientific and Technical Services","$500,000,000 to $999,999,999"
541,21.0,rapidbrains.com,www.rapidbrains.com,,
542,21.0,Aithenutrigene,www.aithenutrigene.com,,
543,21.0,CrowdStreet,www.crowdstreet.com,Banking and Financial Services,"$10,000,000 to $49,999,999"
544,21.0,galaxeye.space,www.galaxeye.space,Manufacturing,"$1,000,000 to $9,999,999"
545,21.0,TheMathCompany,www.themathcompany.com,,"$10,000,000 to $49,999,999"
546,21.0,Intact Assurance,www.intact.ca,Insurance,"Over $1,000,000,000"
547,21.0,Nielsen Holdings PLC,www.nielsen.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
548,21.0,Red Ventures,www.redventures.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
549,21.0,rwsgroup.co.in,www.rwsgroup.co.in,Transportation and Warehousing,Unknown
550,21.0,"Equinix, Inc.",www.equinix.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
551,21.0,n-touch strategies,www.ntouchstrategies.com,,
552,21.0,snapx,www.snapx.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
553,21.0,SenzMate IoT Intelligence,www.senzmate.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
554,20.0,Meta 3D Studios,www.meta3dstudios.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
555,20.0,eon-gridsolutions.com,www.eon-gridsolutions.com,,
556,20.0,kym advisors,www.kymadvisors.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
557,20.0,Pacific Gas and Electric Co,www.pge.com,,
558,20.0,elixir.org.in,www.elixir.org.in,Educational Services,"Less than $1,000,000"
559,20.0,Recro,www.recro.io,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
560,20.0,PharmaForceIQ,www.pharmaforceiq.com,,
561,20.0,Cencora,www.cencora.com,Wholesale Trade,"Over $1,000,000,000"
562,20.0,Evernorth Health Services,www.evernorth.com,Industry Associations,Unknown
563,20.0,Boston University,www.bu.edu,Educational Services,"Over $1,000,000,000"
564,20.0,adeal systems gmbh,www.adeal-systems.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
565,20.0,United Overseas Bank,www.uobgroup.com,Banking and Financial Services,"Over $1,000,000,000"
566,20.0,3D Technologies,www.3dtechnologiesllc.com,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
567,20.0,Itw Cer,www.itw.com,Manufacturing,"Over $1,000,000,000"
568,20.0,K Raheja Corp,www.krahejacorp.com,,"$1,000,000 to $9,999,999"
569,20.0,CI&T,www.ciandt.com,"Professional, Scientific and Technical Services","$100,000,000 to $199,999,999"
570,20.0,affine.in,www.affine.in,Service Industry,"$10,000,000 to $49,999,999"
571,20.0,Lattice,www.lattice.com,Computer and Electronic Product Manufacturing,"$50,000,000 to $99,999,999"
572,20.0,Semantix Brasil,www.semantix.com.br,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999"
573,20.0,beam data,www.beamdata.ca,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
574,20.0,protosoft.com.sg,www.protosoft.com.sg,,
